Período;Região;Instituição;Localização Geográfica;Nº Episódios Cirúrgicos Ambulat com Procedimentos Ambulatorizáveis;Nº Episódios Cirúrgicos Ambulat e Intern com Proced Ambulatorizáveis;% Cir. Ambulatório (GDH) para Procedimentos Ambulatorizáveis
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;542;739;73.3
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;489;557;87.8
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;636;773;82.3
2018-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;879;1102;79.8
2018-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;2270;2642;85.9
2018-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;8;163;4.9
2018-05;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;1360;1808;75.2
2018-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;2032;2461;82.6
2018-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2018-05;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;1863;2177;85.6
2018-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;913;1114;82.0
2018-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;119;395;30.1
2018-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;3420;4267;80.1
2018-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;2650;3211;82.5
2018-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;4703;5893;79.8
2018-06;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;10;199;5.0
2018-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;3475;4112;84.5
2018-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;1872;2385;78.5
2018-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1518;1772;85.7
2018-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;1778;2070;85.9
2018-06;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;1821;1821;100.0
2018-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;1253;1444;86.8
2018-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1986;2321;85.6
2018-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;940;1303;72.1
2018-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;2851;3546;80.4
2018-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;180;589;30.6
2018-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1692;1993;84.9
2018-07;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;3274;3764;87.0
2018-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;844;1341;62.9
2018-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;1267;1555;81.5
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;1004;1287;78.0
2018-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;186;186;100.0
2018-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;347;377;92.0
2018-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;3006;3629;82.8
2018-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;2141;2536;84.4
2018-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;1372;1681;81.6
2018-08;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;2484;2484;100.0
2018-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;203;678;29.9
2018-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;4841;6037;80.2
2018-08;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;4154;4931;84.2
2018-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;1731;1989;87.0
2018-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;3170;3803;83.4
2018-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;1501;1815;82.7
2018-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;1840;2417;76.1
2018-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;15;258;5.8
2018-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1091;1518;71.9
2018-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;2696;3156;85.4
2018-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;1478;1804;81.9
2018-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;5067;6418;78.9
2018-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1997;2359;84.7
2018-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;1078;1469;73.4
2018-09;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;4752;5638;84.3
2018-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;5023;5958;84.3
2018-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;2091;2758;75.8
2018-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;958;1095;87.5
2018-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;1765;2193;80.5
2018-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;3288;3575;92.0
2018-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;252;252;100.0
2018-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;785;1145;68.6
2018-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;5128;6102;84.0
2018-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;2685;3171;84.7
2018-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2018-10;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;5666;7161;79.1
2018-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;6164;7624;80.8
2018-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;4839;5660;85.5
2018-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2316;2916;79.4
2018-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;1403;1694;82.8
2018-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;1110;1503;73.9
2018-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;4608;5414;85.1
2018-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;3861;4176;92.5
2018-11;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2018-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;3227;4091;78.9
2018-11;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;2888;3842;75.2
2018-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;4114;4943;83.2
2018-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2018-11;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;6114;7744;79.0
2018-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;2560;3031;84.5
2018-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;5471;6428;85.1
2018-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3515;4022;87.4
2018-11;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;6179;7310;84.5
2018-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;2466;2829;87.2
2018-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;2855;3750;76.1
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;1470;1777;82.7
2018-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;4255;4880;87.2
2018-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;4842;5740;84.4
2018-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;4193;4539;92.4
2018-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;2161;2480;87.1
2018-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;561;611;91.8
2018-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;34;351;9.7
2018-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;968;1427;67.8
2018-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;6071;7242;83.8
2018-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;3147;3551;88.6
2018-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;5416;6312;85.8
2018-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;6950;8196;84.8
2018-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2018-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;1446;2242;64.5
2019-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;141;180;78.3
2019-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2019-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;33;33;100.0
2019-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;4;34;11.8
2019-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;262;337;77.7
2019-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;278;306;90.8
2019-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;1104;1260;87.6
2019-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;412;464;88.8
2019-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;118;159;74.2
2019-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;108;133;81.2
2019-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;878;968;90.7
2019-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2019-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;424;496;85.5
2019-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;11;75;14.7
2019-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;758;892;85.0
2019-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;931;1080;86.2
2019-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;264;355;74.4
2019-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;102;102;100.0
2019-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;177;190;93.2
2019-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;11;113;9.7
2019-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;804;918;87.6
2019-03;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;1122;1122;100.0
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1463;1914;76.4
2019-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;2682;3078;87.1
2019-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;678;784;86.5
2019-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1346;1579;85.2
2019-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;517;653;79.2
2019-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;508;628;80.9
2019-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;1082;1250;86.6
2019-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;277;482;57.5
2019-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;733;959;76.4
2019-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;1105;1318;83.8
2019-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;1099;1293;85.0
2019-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;1529;1792;85.3
2019-04;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;1510;1510;100.0
2019-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;2146;2793;76.8
2019-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;1609;1883;85.4
2019-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;650;822;79.1
2019-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;1743;1911;91.2
2019-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;167;167;100.0
2019-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2019-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;1346;1595;84.4
2019-05;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;1967;1967;100.0
2019-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1196;1368;87.4
2019-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;5050;5800;87.1
2019-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;2114;2364;89.4
2019-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;650;829;78.4
2019-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;2215;2605;85.0
2019-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;1777;1940;91.6
2019-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;3396;4526;75.0
2019-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;3251;3744;86.8
2019-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;6126;7042;87.0
2019-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;1112;1364;81.5
2019-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;872;1093;79.8
2019-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;1876;2189;85.7
2019-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;2892;3247;89.1
2019-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;3372;4036;83.5
2019-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;174;464;37.5
2019-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1640;1869;87.7
2019-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2226;2690;82.8
2019-07;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;7350;8410;87.4
2019-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;2722;3422;79.5
2019-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;780;883;88.3
2019-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;513;883;58.1
2019-08;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;966;1305;74.0
2019-08;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;2505;2785;89.9
2019-08;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;2567;2808;91.4
2019-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;3912;4610;84.9
2019-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2444;2939;83.2
2019-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;3022;3414;88.5
2019-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;3135;3709;84.5
2019-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;760;855;88.9
2019-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;3604;4070;88.6
2019-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;6163;7582;81.3
2019-09;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2019-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;283;283;100.0
2019-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;629;1021;61.6
2019-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;2396;2932;81.7
2019-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;2377;2846;83.5
2019-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;1527;1717;88.9
2019-09;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3480;4065;85.6
